Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory.official
Tên gian hàng,Aroma Story - Góc Hương Thơm
Mã Người bán,434961385
Thời gian tạo báo cáo,09/07/2026 08:04
Khoảng thời gian,08/07/2026 - 08/07/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Add to Cart,Add to Cart Rate,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,SET QUÀ,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/07/2026 00:00:00,Không giới hạn,2930,47,1.60%,-,-,2,2,4.26%,4.26%,77734.13,77734.13,2,2,224000,224000,155468,1.44,1.44,69.41%,69.41%,-,-,-,22388,115000
2,TDKT - Other 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,19/06/2026 00:00:00,Không giới hạn,2033,62,3.05%,-,-,4,4,6.45%,6.45%,62521.89,62521.89,6,6,1190640,1190640,250088,4.76,4.76,21.00%,21.00%,-,-,-,71212,760000
3,Nến Thơm TOP 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/07/2026 00:00:00,Không giới hạn,1114,57,5.12%,-,-,2,2,3.51%,3.51%,37187.36,37187.36,2,2,571144,571144,74375,7.68,7.68,13.02%,13.02%,-,-,-,0,0
4,Nước Hoa All,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,1110,18,1.62%,-,-,1,1,5.56%,5.56%,63822.37,63822.37,1,1,235000,235000,63822,3.68,3.68,27.16%,27.16%,-,-,-,61333,235000
5,"Nến Đế, Túi, Thiệp",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/07/2026 00:00:00,Không giới hạn,682,13,1.91%,-,-,2,2,15.38%,15.38%,23319.89,23319.89,2,2,336360,336360,46640,7.21,7.21,13.87%,13.87%,-,-,-,23211,109000
6,Nến Thơm TOP 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/07/2026 00:00:00,Không giới hạn,559,17,3.04%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,35210,0.00,0.00,0.00%,0.00%,-,-,-,0,0
7,Nến Thơm Others,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,494,11,2.23%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,22669,0.00,0.00,0.00%,0.00%,-,-,-,0,0
8,TINH DẦU,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/07/2026 00:00:00,Không giới hạn,223,1,0.45%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,8454,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,Set Quà Other 01,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,19/12/2025 00:00:00,Không giới hạn,224,3,1.34%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,323,0.00,0.00,0.00%,0.00%,-,-,-,0,0
10,Nến Other,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,25/09/2025 00:00:00,Không giới hạn,107,0,0.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,221,0.00,0.00,0.00%,0.00%,-,-,-,0,0
11,"[23 Hương]Tinh Dầu Nước Hoa Thơm Phòng Cắm Que Khuếch Tán Aroma Story Nhiều Hương, Size 50ml/100ml [100]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,16214155821,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,22/06/2026 00:00:00,Không giới hạn,4180,91,2.18%,8,8.79%,7,7,7.69%,7.69%,81398.04,81398.04,12,12,2520485,2520485,569786,4.42,4.42,22.61%,22.61%,-,-,-,0,0
