Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory.official
Tên gian hàng,Aroma Story - Góc Hương Thơm
Mã Người bán,434961385
Thời gian tạo báo cáo,14/09/2026 14:31
Khoảng thời gian,05/09/2026 - 05/09/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,NẾN TOP 1 - V1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,5793,156,2.69%,-,-,11,9,7.05%,5.77%,50313.06,61493.74,11,9,2690856,2390443,553444,4.86,4.32,20.57%,23.15%,-,-,-,0,0
2,TDKT - Other 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,19/06/2026 00:00:00,Không giới hạn,2664,86,3.23%,-,-,6,6,6.98%,6.98%,51963.94,51963.94,6,6,1413321,1413321,311784,4.53,4.53,22.06%,22.06%,-,-,-,90980,520232
3,Nến Thơm TOP 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/07/2026 00:00:00,Không giới hạn,541,17,3.14%,-,-,1,1,5.88%,5.88%,13999.61,13999.61,1,1,70000,70000,14000,5.00,5.00,20.00%,20.00%,-,-,-,16079,70000
4,Nước Hoa Nữ - 12.08,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,496,6,1.21%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,25511,0.00,0.00,0.00%,0.00%,-,-,-,0,0
5,Nước Hoa Nam - 12.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,197,2,1.02%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,5621,0.00,0.00,0.00%,0.00%,-,-,-,0,0
6,"Xịt Thơm Phòng, Quần Áo Aroma Story Giúp Khử Mùi, Làm Thơm Không Gian Nhiều Hương Size  200ml [18]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,17283386401,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,06/06/2026 00:00:00,Không giới hạn,1023,30,2.93%,4,13.33%,2,2,6.67%,6.67%,25708.40,25708.40,2,2,223586,223586,51417,4.35,4.35,23.00%,23.00%,-,-,-,0,0
7,"[HOT DEAL 10ml 39K - 100ml 149K] Nước Hoa Tóc Aroma Story Giúp Thơm Mượt Tóc, Tránh Bết, Khử Mùi, Size 10ml/100ml [20]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,23623269794,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,26/03/2026 00:00:00,Không giới hạn,723,23,3.18%,1,4.35%,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,11025,0.00,0.00,0.00%,0.00%,-,-,-,0,0
8,"Xịt Thơm Phòng, Quấn Áo Trà Trắng & Sung Aroma Story, Nước Hoa Xịt Thơm Size 200ml [9]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,22945218685,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,06/06/2026 00:00:00,Không giới hạn,152,3,1.97%,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,8654,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,"[23 Hương]Tinh Dầu Nước Hoa Thơm Phòng Cắm Que Khuếch Tán Aroma Story Nhiều Hương, Size 50ml/100ml [107]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,16214155821,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,18/08/2026 00:00:00,Không giới hạn,8,0,0.00%,0,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00%,0.00%,-,-,-,0,0
10,"[23 Hương]Tinh Dầu Nước Hoa Thơm Phòng Cắm Que Khuếch Tán Aroma Story Nhiều Hương, Size 50ml/100ml [104]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,16214155821,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,05/08/2026 00:00:00,Không giới hạn,2942,87,2.96%,17,19.54%,9,9,10.34%,10.34%,60995.51,60995.51,13,13,2490499,2490499,548960,4.54,4.54,22.04%,22.04%,-,-,-,0,0
