Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,28/08/2026 09:44
Khoảng thời gian,15/08/2026 - 15/08/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,6819,232,3.40%,-,-,16,15,6.90%,6.47%,27671.89,29516.68,18,17,2329280,2315280,442750,5.26,5.23,19.01%,19.12%,-,-,-,192242,1188000
2,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,762,29,3.81%,-,-,1,1,3.45%,3.45%,38709.93,38709.93,1,1,195000,195000,38710,5.04,5.04,19.85%,19.85%,-,-,-,39112,304000
3,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,618,15,2.43%,-,-,2,2,13.33%,13.33%,42609.18,42609.18,2,2,369000,369000,85218,4.33,4.33,23.09%,23.09%,-,-,-,0,0
4,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,334,7,2.10%,-,-,1,1,14.29%,14.29%,16706.91,16706.91,1,1,89000,89000,16707,5.33,5.33,18.77%,18.77%,-,-,-,0,0
5,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,299,10,3.34%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,5495,0.00,0.00,0.00%,0.00%,-,-,-,0,0
6,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,277,4,1.44%,-,-,1,1,25.00%,25.00%,13424.49,13424.49,1,1,79000,79000,13424,5.88,5.88,16.99%,16.99%,-,-,-,0,0
7,Nước Hoa Nữ - 15.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/08/2026 00:00:00,Không giới hạn,68,0,0.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,1363,0.00,0.00,0.00%,0.00%,-,-,-,0,0
8,Nến 200g - 8.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/08/2026 00:00:00,Không giới hạn,2,0,0.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,Nến 50 - 100g,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,5725,219,3.83%,-,-,17,14,7.76%,6.39%,26470.59,32142.86,35,30,2750000,2199000,450000,6.11,4.89,16.36%,20.46%,-,-,-,177756,1136000
10,Nến 200g,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,1480,43,2.91%,-,-,4,4,9.30%,9.30%,59869.32,59869.32,4,4,1134800,1134800,239477,4.74,4.74,21.10%,21.10%,-,-,-,117018,586000
11,SET QUÀ - V1,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,28/07/2026 00:00:00,Không giới hạn,314,4,1.27%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,3164,0.00,0.00,0.00%,0.00%,-,-,-,0,0
