Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,15/08/2026 08:16
Khoảng thời gian,14/08/2026 - 14/08/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,7369,239,3.24%,-,-,7,6,2.93%,2.51%,53450.15,62358.51,13,12,1477220,1463220,374151,3.95,3.91,25.33%,25.57%,-,-,-,24932,109000
2,Nến 50 - 100g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,2237,95,4.25%,-,-,4,3,4.21%,3.16%,22822.52,30430.02,6,5,510000,445000,91290,5.59,4.87,17.90%,20.51%,-,-,-,35690,315000
3,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,1727,43,2.49%,-,-,4,4,9.30%,9.30%,40606.47,40606.47,4,4,776100,776100,162426,4.78,4.78,20.93%,20.93%,-,-,-,0,0
4,Nến 200g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,1617,45,2.78%,-,-,4,3,8.89%,6.67%,50236.24,66981.65,4,3,907320,833820,200945,4.52,4.15,22.15%,24.10%,-,-,-,117018,678000
5,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,381,5,1.31%,-,-,2,1,40.00%,20.00%,14444.34,28888.69,2,1,279500,265500,28889,9.68,9.19,10.34%,10.88%,-,-,-,0,0
6,SET QUÀ - V1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,28/07/2026 00:00:00,Không giới hạn,366,9,2.46%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,3163,0.00,0.00,0.00%,0.00%,-,-,-,0,0
7,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,163,5,3.07%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,3897,0.00,0.00,0.00%,0.00%,-,-,-,0,0
8,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,111,2,1.80%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,438,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,63,0,0.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,412,0.00,0.00,0.00%,0.00%,-,-,-,0,0
10,Nến 200g - 8.8,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/08/2026 00:00:00,Không giới hạn,2,0,0.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00%,0.00%,-,-,-,0,0
11,Tinh Dầu Khuếch Tán Thơm Phòng Aroma Story Nhiều Hương Size 50ml/100ml [40],Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,23677628005,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,09/08/2026 00:00:00,Không giới hạn,1912,43,2.25%,8,18.60%,3,3,6.98%,6.98%,50911.69,50911.69,4,4,702200,702200,152735,4.60,4.60,21.75%,21.75%,-,-,-,0,0
