Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,21/09/2026 17:18
Khoảng thời gian,15/09/2026 - 15/09/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,4313,163,3.78%,-,-,3,3,1.84%,1.84%,33653.51,33653.51,3,3,395000,395000,100961,3.91,3.91,25.56%,25.56%,-,-,-,0,0
2,Nến 50 - 100g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,2953,106,3.59%,-,-,6,6,5.66%,5.66%,16004.68,16004.68,7,7,463000,463000,96028,4.82,4.82,20.74%,20.74%,-,-,-,29824,133000
3,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,1090,29,2.66%,-,-,4,1,13.79%,3.45%,22739.94,90959.75,4,1,441000,79000,90960,4.85,0.87,20.63%,115.14%,-,-,-,0,0
4,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,894,14,1.57%,-,-,3,3,21.43%,21.43%,19001.34,19001.34,3,3,260145,260145,57004,4.56,4.56,21.91%,21.91%,-,-,-,0,0
5,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,665,12,1.80%,-,-,1,1,8.33%,8.33%,41068.04,41068.04,1,1,357700,357700,41068,8.71,8.71,11.48%,11.48%,-,-,-,0,0
6,Nước Hoa Nữ - 15.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/08/2026 00:00:00,Không giới hạn,282,3,1.06%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,5240,0.00,0.00,0.00%,0.00%,-,-,-,0,0
7,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,245,4,1.63%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,3676,0.00,0.00,0.00%,0.00%,-,-,-,0,0
8,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,202,0,0.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,870,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,Nến 200g - 8.8,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/08/2026 00:00:00,Không giới hạn,3055,83,2.72%,-,-,10,7,12.05%,8.43%,40934.64,58478.05,13,7,2087320,1832900,409346,5.10,4.48,19.61%,22.33%,-,-,-,64644,325000
10,SET QUÀ - 18.08,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,18/08/2026 00:00:00,Không giới hạn,1804,23,1.27%,-,-,1,0,4.35%,0.00%,33247.94,0.00,1,0,150000,0,33248,4.51,0.00,22.17%,0.00%,-,-,-,0,0
