Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,25/09/2026 13:13
Khoảng thời gian,21/09/2026 - 21/09/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,4367,168,3.85%,-,-,7,6,4.17%,3.57%,31567.11,36828.30,8,7,1113520,1038520,220970,5.04,4.70,19.84%,21.28%,-,-,-,87066,526000
2,Nến 50 - 100g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,3647,149,4.09%,-,-,5,4,3.36%,2.68%,33353.61,41692.02,12,9,840000,645000,166768,5.04,3.87,19.85%,25.86%,-,-,-,40997,648000
3,SET QUÀ,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/07/2026 00:00:00,Không giới hạn,2255,30,1.33%,-,-,1,0,3.33%,0.00%,55347.18,0.00,1,0,205800,0,55347,3.72,0.00,26.89%,0.00%,-,-,-,0,0
4,Nến 200g - 8.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/08/2026 00:00:00,Không giới hạn,1984,53,2.67%,-,-,3,2,5.66%,3.77%,74082.58,111123.87,3,2,751300,552300,222248,3.38,2.49,29.58%,40.24%,-,-,-,0,0
5,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,978,16,1.64%,-,-,2,2,12.50%,12.50%,33141.64,33141.64,2,2,533100,533100,66283,8.04,8.04,12.43%,12.43%,-,-,-,0,0
6,Nước Hoa Nữ - 15.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/08/2026 00:00:00,Không giới hạn,866,16,1.85%,-,-,2,2,12.50%,12.50%,31095.92,31095.92,2,2,369000,369000,62192,5.93,5.93,16.85%,16.85%,-,-,-,0,0
7,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,758,19,2.51%,-,-,1,1,5.26%,5.26%,43556.19,43556.19,2,2,198000,198000,43556,4.55,4.55,22.00%,22.00%,-,-,-,0,0
8,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,523,7,1.34%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,9825,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,441,12,2.72%,-,-,1,1,8.33%,8.33%,16135.94,16135.94,1,1,59000,59000,16136,3.66,3.66,27.35%,27.35%,-,-,-,19354,59000
10,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,394,3,0.76%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,1873,0.00,0.00,0.00%,0.00%,-,-,-,0,0
11,Nến 200g,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,1283,43,3.35%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,84174,0.00,0.00,0.00%,0.00%,-,-,-,0,0
12,SET QUÀ - 18.08,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,18/08/2026 00:00:00,Không giới hạn,1090,22,2.02%,-,-,1,0,4.55%,0.00%,27767.87,0.00,1,0,75000,0,27768,2.70,0.00,37.02%,0.00%,-,-,-,0,0
13,Đế Túi Thiệp - 18.08,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,18/08/2026 00:00:00,Không giới hạn,1,0,0.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00%,0.00%,-,-,-,0,0
14,"SET Quà ""NẾN THƠM KHẮC TÊN THEO YÊU CẦU"" Aroma Story, Dùng Làm Quà Tặng Dịp Đặc Biệt, Sinh Nhật, 20/10, Tốt Nghiệp,... [5]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,42325105860,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,09/08/2026 00:00:00,Không giới hạn,10392,265,2.55%,23,8.68%,16,16,6.04%,6.04%,38860.01,38860.01,16,16,3284640,3284640,621760,5.28,5.28,18.93%,18.93%,-,-,-,210325,995000
15,"Tinh Dầu Thơm Xông Phòng Aroma Story 10ml – Hơn 20 Mùi Hương Thiên Nhiên, Thư Giãn & Dễ Ngủ [5]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,41251385985,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,06/06/2026 00:00:00,Không giới hạn,1759,36,2.05%,4,11.11%,2,2,5.56%,5.56%,42245.29,42245.29,6,6,377300,377300,84491,4.47,4.47,22.39%,22.39%,-,-,-,0,0
16,Tinh Dầu Khuếch Tán Thơm Phòng Aroma Story Nhiều Hương Size 50ml/100ml [41],Tạm dừng,Dịch vụ Hiển thị Sản phẩm,23677628005,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,19/08/2026 00:00:00,Không giới hạn,3187,86,2.70%,5,5.81%,3,3,3.49%,3.49%,78318.96,78318.96,6,6,1158000,1158000,234957,4.93,4.93,20.29%,20.29%,-,-,-,0,0
17,Tinh Dầu Khuếch Tán Thơm Phòng Aroma Story Nhiều Hương Size 50ml/100ml [40],Tạm dừng,Dịch vụ Hiển thị Sản phẩm,23677628005,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,09/08/2026 00:00:00,Không giới hạn,2427,78,3.21%,5,6.41%,5,5,6.41%,6.41%,60438.81,60438.81,5,5,905000,905000,302194,2.99,2.99,33.39%,33.39%,-,-,-,52051,320000
