Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,05/07/2026 16:24
Khoảng thời gian,14/04/2026 - 14/04/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Add to Cart,Add to Cart Rate,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,884,17,1.92%,-,-,1,1,5.88%,5.88%,18532.87,18532.87,1,1,99000,99000,18533,5.34,5.34,18.72%,18.72%,-,-,-,0,0
2,XP All,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,02/04/2026 00:00:00,Không giới hạn,388,2,0.52%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,1913,0.00,0.00,0.00%,0.00%,-,-,-,0,0
3,XP Other 01,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,02/04/2026 00:00:00,Không giới hạn,132,0,0.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,3939,0.00,0.00,0.00%,0.00%,-,-,-,0,0
4,"SET Quà ""NẾN THƠM KHẮC TÊN THEO YÊU CẦU"" Aroma Story, Dùng Làm Quà Tặng Dịp Đặc Biệt, Sinh Nhật, 20/10, Tốt Nghiệp,... [2]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,42325105860,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,14/11/2025 00:00:00,Không giới hạn,1168,25,2.14%,0,0.00%,2,1,8.00%,4.00%,21852.60,43705.19,2,1,204480,191040,43705,4.68,4.37,21.37%,22.88%,-,-,-,0,0
5,"Set Quà Tặng Nến Thơm Cho Người Yêu, Kỷ Niệm, Sinh Nhật, Tốt Nghiệp Aroma Story [27]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,18677267585,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,07/03/2026 00:00:00,Không giới hạn,5941,125,2.10%,0,0.00%,15,11,12.00%,8.80%,26666.67,36363.64,15,11,2475167,2137917,400000,6.19,5.34,16.16%,18.71%,-,-,-,132692,436000
6,"Tinh Dầu Thơm Xông Phòng Aroma Story 10ml – Hơn 20 Mùi Hương Thiên Nhiên, Thư Giãn & Dễ Ngủ [4]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,41251385985,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,22/07/2025 00:00:00,Không giới hạn,1490,34,2.28%,0,0.00%,7,5,20.59%,14.71%,35714.29,50000.00,11,9,1143180,743180,250000,4.57,2.97,21.87%,33.64%,-,-,-,0,0
7,"Nến Thơm Cao Cấp Thư Giãn Dễ Ngủ Với Nhiều Hương, Cốc Thủy Tinh & Xi Măng Size 200g [18]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,29017694084,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,22/12/2025 00:00:00,Không giới hạn,1470,45,3.06%,0,0.00%,6,4,13.33%,8.89%,43198.72,64798.08,6,4,1433200,1153200,259192,5.53,4.45,18.08%,22.48%,-,-,-,139494,590000
8,Tinh Dầu Khuếch Tán Thơm Phòng Aroma Story Dạng Cắm Que Phiên Bản Đặc Biệt Size 50ml/100ml/150ml [19],Tạm dừng,Dịch vụ Hiển thị Sản phẩm,18991903539,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,09/01/2026 00:00:00,Không giới hạn,1407,33,2.35%,0,0.00%,10,6,30.30%,18.18%,20000.00,33333.33,11,6,1483060,1164448,200000,7.42,5.82,13.49%,17.18%,-,-,-,0,0
9,"Nến Thơm Cao Cấp Aroma Story Nhiều Hương Cốc Gốm Sứ, Xi Măng, Thủy Tinh Size 100g - 250g [28]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,18782963681,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,09/04/2026 00:00:00,Không giới hạn,1241,38,3.06%,0,0.00%,1,1,2.63%,2.63%,105038.72,105038.72,1,1,169750,169750,105039,1.62,1.62,61.88%,61.88%,-,-,-,0,0
10,Nến Thơm Thiên Nhiên Bộ Sưu Tập Little Things Aroma Story Size 50g [22],Tạm dừng,Dịch vụ Hiển thị Sản phẩm,24688342032,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,07/03/2026 00:00:00,Không giới hạn,1234,40,3.24%,0,0.00%,2,1,5.00%,2.50%,17173.74,34347.48,2,1,186250,65000,34347,5.42,1.89,18.44%,52.84%,-,-,-,0,0
