Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,28/08/2026 09:46
Khoảng thời gian,25/08/2026 - 25/08/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,8029,244,3.04%,-,-,17,16,6.97%,6.56%,29726.38,31584.28,18,17,2663680,2598680,505349,5.27,5.14,18.97%,19.45%,-,-,-,186468,1236000
2,SET QUÀ - 18.08,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,18/08/2026 00:00:00,Không giới hạn,6016,95,1.58%,-,-,6,6,6.32%,6.32%,40446.40,40446.40,6,6,1182000,1182000,242678,4.87,4.87,20.53%,20.53%,-,-,-,69843,528000
3,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,1473,33,2.24%,-,-,7,6,21.21%,18.18%,21377.72,24940.67,8,6,777220,532220,149644,5.19,3.56,19.25%,28.12%,-,-,-,0,0
4,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,1294,57,4.40%,-,-,10,10,17.54%,17.54%,95000.00,95000.00,21,21,5698800,5698800,950000,6.00,6.00,16.67%,16.67%,-,-,-,133172,1275000
5,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,538,9,1.67%,-,-,1,1,11.11%,11.11%,48005.92,48005.92,1,1,205000,205000,48006,4.27,4.27,23.42%,23.42%,-,-,-,0,0
6,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,329,12,3.65%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,20910,0.00,0.00,0.00%,0.00%,-,-,-,0,0
7,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,300,7,2.33%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,7269,0.00,0.00,0.00%,0.00%,-,-,-,0,0
8,Nước Hoa Nữ - 15.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/08/2026 00:00:00,Không giới hạn,173,2,1.16%,-,-,1,1,50.00%,50.00%,3221.35,3221.35,2,2,369000,369000,3221,114.55,114.55,0.87%,0.87%,-,-,-,52527,205000
9,Nến 200g,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,3684,119,3.23%,-,-,11,9,9.24%,7.56%,50000.00,61111.11,13,11,3673800,3413800,550000,6.68,6.21,14.97%,16.11%,-,-,-,126920,882000
10,Nến 50 - 100g,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,2365,90,3.81%,-,-,7,7,7.78%,7.78%,17095.86,17095.86,8,8,525000,525000,119671,4.39,4.39,22.79%,22.79%,-,-,-,22500,130000
