Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,13/08/2026 08:37
Khoảng thời gian,11/08/2026 - 11/08/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,6096,222,3.64%,-,-,9,7,4.05%,3.15%,49772.36,63993.03,9,7,1464720,1224720,447951,3.27,2.73,30.58%,36.58%,-,-,-,75381,552000
2,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,3849,128,3.33%,-,-,12,11,9.38%,8.59%,37414.12,40815.41,19,15,3246000,2765000,448969,7.23,6.16,13.83%,16.24%,-,-,-,57558,780000
3,Nến 50 - 100g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,3488,143,4.10%,-,-,12,12,8.39%,8.39%,20780.32,20780.32,17,17,1113000,1113000,249364,4.46,4.46,22.40%,22.40%,-,-,-,79275,465000
4,Nến 200g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,1859,50,2.69%,-,-,6,3,12.00%,6.00%,29642.07,59284.15,7,4,1093020,827320,177852,6.15,4.65,16.27%,21.50%,-,-,-,65010,325000
5,SET QUÀ - V1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,28/07/2026 00:00:00,Không giới hạn,1021,21,2.06%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,15472,0.00,0.00,0.00%,0.00%,-,-,-,0,0
6,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,736,35,4.76%,-,-,3,2,8.57%,5.71%,31933.91,47900.86,7,3,542002,237000,95802,5.66,2.47,17.68%,40.42%,-,-,-,31102,237000
7,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,605,15,2.48%,-,-,2,2,13.33%,13.33%,20527.18,20527.18,2,2,225998,225998,41054,5.50,5.50,18.17%,18.17%,-,-,-,0,0
8,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,130,5,3.85%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,2400,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,Nến 200g - 8.8,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/08/2026 00:00:00,Không giới hạn,1043,32,3.07%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,151175,0.00,0.00,0.00%,0.00%,-,-,-,0,0
10,Nước Hoa,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,172,3,1.74%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,5832,0.00,0.00,0.00%,0.00%,-,-,-,15855,128000
