Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,14/09/2026 14:14
Khoảng thời gian,04/09/2026 - 04/09/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,10205,353,3.46%,-,-,17,13,4.82%,3.68%,32238.93,42158.60,23,17,3253860,2255860,548062,5.94,4.12,16.84%,24.30%,-,-,-,58105,405000
2,Nến 50 - 100g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,2969,150,5.05%,-,-,8,8,5.33%,5.33%,23067.99,23067.99,11,11,805000,805000,184544,4.36,4.36,22.92%,22.92%,-,-,-,71752,1060000
3,Nến 200g - 8.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/08/2026 00:00:00,Không giới hạn,2909,92,3.16%,-,-,4,3,4.35%,3.26%,60229.64,80306.19,5,4,1238300,1163300,240919,5.14,4.83,19.46%,20.71%,-,-,-,0,0
4,Nước Hoa Nữ - 15.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/08/2026 00:00:00,Không giới hạn,1895,41,2.16%,-,-,4,3,9.76%,7.32%,27498.24,36664.33,4,3,910000,705000,109993,8.27,6.41,12.09%,15.60%,-,-,-,262017,910000
5,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,1280,38,2.97%,-,-,4,4,10.53%,10.53%,21981.23,21981.23,4,4,431000,431000,87925,4.90,4.90,20.40%,20.40%,-,-,-,25836,115000
6,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,1101,44,4.00%,-,-,3,3,6.82%,6.82%,33384.97,33384.97,3,3,515000,515000,100155,5.14,5.14,19.45%,19.45%,-,-,-,41720,515000
7,SET QUÀ - 18.08,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,18/08/2026 00:00:00,Không giới hạn,981,19,1.94%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,24843,0.00,0.00,0.00%,0.00%,-,-,-,0,0
8,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,692,21,3.03%,-,-,1,1,4.76%,4.76%,44938.35,44938.35,1,1,205000,205000,44938,4.56,4.56,21.92%,21.92%,-,-,-,0,0
9,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,192,4,2.08%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,986,0.00,0.00,0.00%,0.00%,-,-,-,0,0
10,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,132,1,0.76%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,980,0.00,0.00,0.00%,0.00%,-,-,-,0,0
11,"SET Quà ""NẾN THƠM KHẮC TÊN THEO YÊU CẦU"" Aroma Story, Dùng Làm Quà Tặng Dịp Đặc Biệt, Sinh Nhật, 20/10, Tốt Nghiệp,... [5]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,42325105860,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,09/08/2026 00:00:00,Không giới hạn,3577,86,2.40%,5,5.81%,1,1,1.16%,1.16%,79215.62,79215.62,1,1,199000,199000,79216,2.51,2.51,39.81%,39.81%,-,-,-,45515,199000
12,Tinh Dầu Khuếch Tán Thơm Phòng Aroma Story Nhiều Hương Size 50ml/100ml [41],Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,23677628005,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,19/08/2026 00:00:00,Không giới hạn,2653,79,2.98%,12,15.19%,5,5,6.33%,6.33%,36159.67,36159.67,5,5,978100,978100,180798,5.41,5.41,18.48%,18.48%,-,-,-,0,0
13,"Tinh Dầu Thơm Xông Phòng Aroma Story 10ml – Hơn 20 Mùi Hương Thiên Nhiên, Thư Giãn & Dễ Ngủ [5]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,41251385985,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,06/06/2026 00:00:00,Không giới hạn,814,13,1.60%,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,29977,0.00,0.00,0.00%,0.00%,-,-,-,0,0
