Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,13/08/2026 08:31
Khoảng thời gian,12/08/2026 - 12/08/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,11078,326,2.94%,-,-,18,15,5.52%,4.60%,33333.33,40000.00,21,18,3314720,2865720,600000,5.52,4.78,18.10%,20.94%,-,-,-,117844,859000
2,Nến 50 - 100g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,4710,198,4.20%,-,-,17,16,8.59%,8.08%,23798.66,25286.07,27,26,2078800,1879800,404577,5.14,4.65,19.46%,21.52%,-,-,-,163033,1085000
3,Nến 200g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,2616,72,2.75%,-,-,7,2,9.72%,2.78%,34079.50,119278.23,14,2,1065960,350000,238556,4.47,1.47,22.38%,68.16%,-,-,-,0,0
4,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,1656,40,2.42%,-,-,4,4,10.00%,10.00%,34393.65,34393.65,4,4,590000,590000,137575,4.29,4.29,23.32%,23.32%,-,-,-,37988,250000
5,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,1052,42,3.99%,-,-,4,4,9.52%,9.52%,34285.51,34285.51,4,4,758500,758500,137142,5.53,5.53,18.08%,18.08%,-,-,-,59038,205000
6,SET QUÀ - V1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,28/07/2026 00:00:00,Không giới hạn,1015,23,2.27%,-,-,1,1,4.35%,4.35%,24753.96,24753.96,1,1,115000,115000,24754,4.65,4.65,21.53%,21.53%,-,-,-,18945,115000
7,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,409,12,2.93%,-,-,1,0,8.33%,0.00%,26665.99,0.00,1,0,114000,0,26666,4.28,0.00,23.39%,0.00%,-,-,-,0,0
8,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,207,4,1.93%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,3054,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,126,2,1.59%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,565,0.00,0.00,0.00%,0.00%,-,-,-,0,0
10,Nước Hoa,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,34,0,0.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,469,0.00,0.00,0.00%,0.00%,-,-,-,0,0
