Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,25/09/2026 13:14
Khoảng thời gian,24/09/2026 - 24/09/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,3320,145,4.37%,-,-,17,16,11.72%,11.03%,26470.59,28125.00,18,17,2609480,2497760,450000,5.80,5.55,17.24%,18.02%,-,-,-,20157,109000
2,Nến 50 - 100g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,3004,146,4.86%,-,-,9,8,6.16%,5.48%,50000.00,56250.00,39,38,2648985,2599985,450000,5.89,5.78,16.99%,17.31%,-,-,-,9634,135000
3,Nến 200g - 8.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/08/2026 00:00:00,Không giới hạn,2326,83,3.57%,-,-,12,11,14.46%,13.25%,51666.67,56363.64,15,12,3583300,3179300,620000,5.78,5.13,17.30%,19.50%,-,-,-,90760,975000
4,SET QUÀ,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/07/2026 00:00:00,Không giới hạn,1347,16,1.19%,-,-,1,1,6.25%,6.25%,30955.93,30955.93,1,1,175000,175000,30956,5.65,5.65,17.69%,17.69%,-,-,-,0,0
5,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,699,15,2.15%,-,-,2,2,13.33%,13.33%,32321.64,32321.64,3,3,297000,297000,64643,4.59,4.59,21.77%,21.77%,-,-,-,5068,198000
6,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,583,20,3.43%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,11803,0.00,0.00,0.00%,0.00%,-,-,-,0,0
7,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,367,13,3.54%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,17084,0.00,0.00,0.00%,0.00%,-,-,-,0,0
8,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,331,11,3.32%,-,-,1,1,9.09%,9.09%,31476.74,31476.74,1,1,184500,184500,31477,5.86,5.86,17.06%,17.06%,-,-,-,0,0
9,Nước Hoa Nữ - 15.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/08/2026 00:00:00,Không giới hạn,258,2,0.78%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,3536,0.00,0.00,0.00%,0.00%,-,-,-,0,0
10,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,243,4,1.65%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,438,0.00,0.00,0.00%,0.00%,-,-,-,0,0
