Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,14/08/2026 09:04
Khoảng thời gian,13/08/2026 - 13/08/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,9579,322,3.36%,-,-,28,22,8.70%,6.83%,21428.57,27272.73,30,24,4399480,3811480,600000,7.33,6.35,13.64%,15.74%,-,-,-,298003,2122000
2,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,3715,102,2.75%,-,-,8,7,7.84%,6.86%,50642.25,57876.85,11,10,2244000,2230518,405138,5.54,5.51,18.05%,18.16%,-,-,-,0,0
3,Nến 200g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,2463,56,2.27%,-,-,5,5,8.93%,8.93%,49978.07,49978.07,5,5,1296000,1296000,249890,5.19,5.19,19.28%,19.28%,-,-,-,0,0
4,Nến 50 - 100g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,1861,72,3.87%,-,-,1,1,1.39%,1.39%,80893.92,80893.92,1,1,65000,65000,80894,0.80,0.80,124.45%,124.45%,-,-,-,35664,290000
5,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,1029,27,2.62%,-,-,2,2,7.41%,7.41%,51782.09,51782.09,2,2,389500,389500,103564,3.76,3.76,26.59%,26.59%,-,-,-,59038,205000
6,SET QUÀ - V1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,28/07/2026 00:00:00,Không giới hạn,500,12,2.40%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,7458,0.00,0.00,0.00%,0.00%,-,-,-,0,0
7,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,266,9,3.38%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,3110,0.00,0.00,0.00%,0.00%,-,-,-,0,0
8,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,207,7,3.38%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,3385,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,191,4,2.09%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,2149,0.00,0.00,0.00%,0.00%,-,-,-,0,0
10,Tinh Dầu Khuếch Tán Thơm Phòng Aroma Story Nhiều Hương Size 50ml/100ml [40],Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,23677628005,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,09/08/2026 00:00:00,Không giới hạn,3094,88,2.84%,17,19.32%,9,9,10.23%,10.23%,44189.22,44189.22,12,12,2188600,2188600,397703,5.50,5.50,18.17%,18.17%,-,-,-,93246,860000
