Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,14/09/2026 14:14
Khoảng thời gian,03/09/2026 - 03/09/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,7956,267,3.36%,-,-,10,9,3.75%,3.37%,39899.68,44332.98,17,16,2267200,2092200,398997,5.68,5.24,17.60%,19.07%,-,-,-,70008,483000
2,SET QUÀ - 18.08,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,18/08/2026 00:00:00,Không giới hạn,5221,75,1.44%,-,-,4,3,5.33%,4.00%,62156.66,82875.54,10,9,1246800,1096800,248627,5.01,4.41,19.94%,22.67%,-,-,-,0,0
3,Nến 200g - 8.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/08/2026 00:00:00,Không giới hạn,2422,81,3.34%,-,-,6,3,7.41%,3.70%,38822.94,77645.88,6,3,1317775,1057775,232938,5.66,4.54,17.68%,22.02%,-,-,-,64423,385000
4,Nến 50 - 100g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,2102,98,4.66%,-,-,3,2,3.06%,2.04%,24850.04,37275.05,3,2,203000,138000,74550,2.72,1.85,36.72%,54.02%,-,-,-,126566,698000
5,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,617,23,3.73%,-,-,1,1,4.35%,4.35%,41874.29,41874.29,1,1,184500,184500,41874,4.41,4.41,22.70%,22.70%,-,-,-,0,0
6,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,596,18,3.02%,-,-,1,1,5.56%,5.56%,24696.78,24696.78,1,1,190225,190225,24697,7.70,7.70,12.98%,12.98%,-,-,-,0,0
7,Nước Hoa Nữ - 15.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/08/2026 00:00:00,Không giới hạn,582,11,1.89%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,17195,0.00,0.00,0.00%,0.00%,-,-,-,0,0
8,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,250,2,0.80%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,1643,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,150,3,2.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,322,0.00,0.00,0.00%,0.00%,-,-,-,0,0
10,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,141,1,0.71%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,317,0.00,0.00,0.00%,0.00%,-,-,-,0,0
11,Nến 200g,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,2,0,0.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00%,0.00%,-,-,-,0,0
12,"SET Quà ""NẾN THƠM KHẮC TÊN THEO YÊU CẦU"" Aroma Story, Dùng Làm Quà Tặng Dịp Đặc Biệt, Sinh Nhật, 20/10, Tốt Nghiệp,... [5]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,42325105860,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,09/08/2026 00:00:00,Không giới hạn,4854,116,2.39%,10,8.62%,7,7,6.03%,6.03%,44686.15,44686.15,8,8,1584040,1584040,312803,5.06,5.06,19.75%,19.75%,-,-,-,0,0
13,Tinh Dầu Khuếch Tán Thơm Phòng Aroma Story Nhiều Hương Size 50ml/100ml [41],Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,23677628005,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,19/08/2026 00:00:00,Không giới hạn,2623,93,3.55%,12,12.90%,10,10,10.75%,10.75%,35725.45,35725.45,11,11,1958100,1958100,357254,5.48,5.48,18.24%,18.24%,-,-,-,42228,375000
14,"Tinh Dầu Thơm Xông Phòng Aroma Story 10ml – Hơn 20 Mùi Hương Thiên Nhiên, Thư Giãn & Dễ Ngủ [5]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,41251385985,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,06/06/2026 00:00:00,Không giới hạn,2151,75,3.49%,24,32.00%,6,4,8.00%,5.33%,29525.75,44288.63,11,9,877000,669000,177155,4.95,3.78,20.20%,26.48%,-,-,-,21436,128000
