Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,25/09/2026 13:13
Khoảng thời gian,22/09/2026 - 22/09/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,2720,113,4.15%,-,-,4,1,3.54%,0.88%,20389.90,81559.61,4,1,401000,187000,81560,4.92,2.29,20.34%,43.61%,-,-,-,25237,187000
2,Nến 50 - 100g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,2445,77,3.15%,-,-,1,0,1.30%,0.00%,63751.54,0.00,2,0,294000,0,63752,4.61,0.00,21.68%,0.00%,-,-,-,4779,75000
3,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,1898,47,2.48%,-,-,4,4,8.51%,8.51%,50610.97,50610.97,4,4,1228900,1228900,202444,6.07,6.07,16.47%,16.47%,-,-,-,0,0
4,SET QUÀ,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/07/2026 00:00:00,Không giới hạn,1448,23,1.59%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,14200,0.00,0.00,0.00%,0.00%,-,-,-,0,0
5,Nến 200g - 8.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/08/2026 00:00:00,Không giới hạn,903,35,3.88%,-,-,4,4,11.43%,11.43%,34144.17,34144.17,4,4,993700,993700,136577,7.28,7.28,13.74%,13.74%,-,-,-,0,0
6,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,569,12,2.11%,-,-,1,1,8.33%,8.33%,39046.46,39046.46,2,2,158000,158000,39046,4.05,4.05,24.71%,24.71%,-,-,-,0,0
7,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,540,9,1.67%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,13124,0.00,0.00,0.00%,0.00%,-,-,-,0,0
8,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,413,10,2.42%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,8357,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,Nước Hoa Nữ - 15.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/08/2026 00:00:00,Không giới hạn,370,7,1.89%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,4212,0.00,0.00,0.00%,0.00%,-,-,-,0,0
10,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,218,4,1.83%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,2073,0.00,0.00,0.00%,0.00%,-,-,-,0,0
