Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,21/09/2026 17:17
Khoảng thời gian,14/09/2026 - 14/09/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,6226,204,3.28%,-,-,10,8,4.90%,3.92%,32154.33,40192.91,14,8,1629000,872000,321543,5.07,2.71,19.74%,36.87%,-,-,-,35325,327000
2,Nến 50 - 100g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,2452,114,4.65%,-,-,5,5,4.39%,4.39%,15526.29,15526.29,6,6,408000,408000,77631,5.26,5.26,19.03%,19.03%,-,-,-,0,0
3,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,921,35,3.80%,-,-,6,6,17.14%,17.14%,21404.87,21404.87,8,8,656660,656660,128429,5.11,5.11,19.56%,19.56%,-,-,-,37831,237000
4,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,856,25,2.92%,-,-,1,1,4.00%,4.00%,48805.52,48805.52,1,1,338100,338100,48806,6.93,6.93,14.44%,14.44%,-,-,-,0,0
5,Nước Hoa Nữ - 15.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/08/2026 00:00:00,Không giới hạn,813,17,2.09%,-,-,2,2,11.76%,11.76%,37226.62,37226.62,2,2,369000,369000,74453,4.96,4.96,20.18%,20.18%,-,-,-,0,0
6,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,496,10,2.02%,-,-,1,1,10.00%,10.00%,21904.46,21904.46,1,1,99000,99000,21904,4.52,4.52,22.13%,22.13%,-,-,-,0,0
7,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,240,1,0.42%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,2003,0.00,0.00,0.00%,0.00%,-,-,-,0,0
8,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,160,2,1.25%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,1121,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,Nến 200g - 8.8,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/08/2026 00:00:00,Không giới hạn,2433,86,3.53%,-,-,6,4,6.98%,4.65%,51079.26,76618.89,9,5,1564600,1194600,306476,5.11,3.90,19.59%,25.66%,-,-,-,0,0
10,SET QUÀ - 18.08,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,18/08/2026 00:00:00,Không giới hạn,556,14,2.52%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,5043,0.00,0.00,0.00%,0.00%,-,-,-,0,0
11,"SET Quà ""NẾN THƠM KHẮC TÊN THEO YÊU CẦU"" Aroma Story, Dùng Làm Quà Tặng Dịp Đặc Biệt, Sinh Nhật, 20/10, Tốt Nghiệp,... [5]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,42325105860,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,09/08/2026 00:00:00,Không giới hạn,8044,172,2.14%,14,8.14%,16,14,9.30%,8.14%,37500.00,42857.14,17,15,3306260,2974040,600000,5.51,4.96,18.15%,20.17%,-,-,-,101821,796000
12,Tinh Dầu Khuếch Tán Thơm Phòng Aroma Story Nhiều Hương Size 50ml/100ml [41],Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,23677628005,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,19/08/2026 00:00:00,Không giới hạn,7967,309,3.88%,42,13.59%,13,13,4.21%,4.21%,64673.85,64673.85,18,18,3490200,3490200,840760,4.15,4.15,24.09%,24.09%,-,-,-,80564,785000
13,"Tinh Dầu Thơm Xông Phòng Aroma Story 10ml – Hơn 20 Mùi Hương Thiên Nhiên, Thư Giãn & Dễ Ngủ [5]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,41251385985,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,06/06/2026 00:00:00,Không giới hạn,2184,67,3.07%,17,25.37%,12,10,17.91%,14.93%,22249.49,26699.38,16,14,1329640,1131640,266994,4.98,4.24,20.08%,23.59%,-,-,-,35639,534000
