Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,28/08/2026 09:47
Khoảng thời gian,27/08/2026 - 27/08/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,6399,187,2.92%,-,-,10,10,5.35%,5.35%,29054.09,29054.09,10,10,1555440,1555440,290541,5.35,5.35,18.68%,18.68%,-,-,-,30786,184000
2,Nến 50g - 100g 27.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,27/08/2026 00:00:00,Không giới hạn,1887,78,4.13%,-,-,3,3,3.85%,3.85%,44637.09,44637.09,4,4,395000,395000,133911,2.95,2.95,33.90%,33.90%,-,-,-,15824,75000
3,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,1861,64,3.44%,-,-,9,8,14.06%,12.50%,34652.92,38984.53,9,8,1790200,1776200,311876,5.74,5.70,17.42%,17.56%,-,-,-,106550,905000
4,Nến 200g - 8.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/08/2026 00:00:00,Không giới hạn,1051,31,2.95%,-,-,2,1,6.45%,3.23%,44583.22,89166.44,2,1,334000,159000,89166,3.75,1.78,26.70%,56.08%,-,-,-,0,0
5,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,653,14,2.14%,-,-,1,1,7.14%,7.14%,49220.39,49220.39,1,1,184500,184500,49220,3.75,3.75,26.68%,26.68%,-,-,-,0,0
6,SET QUÀ - 18.08,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,18/08/2026 00:00:00,Không giới hạn,623,15,2.41%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,9367,0.00,0.00,0.00%,0.00%,-,-,-,19950,109000
7,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,612,8,1.31%,-,-,1,1,12.50%,12.50%,30141.47,30141.47,1,1,115000,115000,30141,3.82,3.82,26.21%,26.21%,-,-,-,0,0
8,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,408,10,2.45%,-,-,1,1,10.00%,10.00%,15916.60,15916.60,1,1,79000,79000,15917,4.96,4.96,20.15%,20.15%,-,-,-,0,0
9,Nước Hoa Nữ - 15.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/08/2026 00:00:00,Không giới hạn,260,4,1.54%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,3797,0.00,0.00,0.00%,0.00%,-,-,-,0,0
10,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,236,7,2.97%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,2414,0.00,0.00,0.00%,0.00%,-,-,-,0,0
