Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,28/08/2026 09:45
Khoảng thời gian,19/08/2026 - 19/08/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,2766,73,2.64%,-,-,12,12,16.44%,16.44%,45834.01,45834.01,17,17,3074700,3074700,550008,5.59,5.59,17.89%,17.89%,-,-,-,67683,445000
2,SET QUÀ - 18.08,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,18/08/2026 00:00:00,Không giới hạn,1136,17,1.50%,-,-,1,1,5.88%,5.88%,26919.76,26919.76,1,1,115000,115000,26920,4.27,4.27,23.41%,23.41%,-,-,-,24927,99000
3,Nước Hoa Nữ - 15.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/08/2026 00:00:00,Không giới hạn,1044,11,1.05%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,60330,0.00,0.00,0.00%,0.00%,-,-,-,0,0
4,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,938,20,2.13%,-,-,4,4,20.00%,20.00%,23131.10,23131.10,4,4,460000,460000,92524,4.97,4.97,20.11%,20.11%,-,-,-,32199,230000
5,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,410,5,1.22%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,7801,0.00,0.00,0.00%,0.00%,-,-,-,0,0
6,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,269,11,4.09%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,5055,0.00,0.00,0.00%,0.00%,-,-,-,0,0
7,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,213,5,2.35%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,6423,0.00,0.00,0.00%,0.00%,-,-,-,0,0
8,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,7,0,0.00%,-,-,2,2,0.00%,0.00%,0.00,0.00,2,2,208000,208000,0,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,Nến 50 - 100g,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,3830,167,4.36%,-,-,9,8,5.39%,4.79%,28109.71,31623.42,14,13,1060000,861000,252987,4.19,3.40,23.87%,29.38%,-,-,-,45226,549000
10,Nến 200g,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,3545,86,2.43%,-,-,13,10,15.12%,11.63%,34617.13,45002.26,14,10,3373640,2738640,450023,7.50,6.09,13.34%,16.43%,-,-,-,193206,971000
