Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,28/08/2026 09:45
Khoảng thời gian,22/08/2026 - 22/08/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,9884,328,3.32%,-,-,15,10,4.57%,3.05%,37337.57,56006.36,18,12,3235220,2199120,560064,5.78,3.93,17.31%,25.47%,-,-,-,86802,710000
2,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,4037,112,2.77%,-,-,10,9,8.93%,8.04%,34403.86,38226.51,10,9,1670000,1545000,344039,4.85,4.49,20.60%,22.27%,-,-,-,124864,835000
3,SET QUÀ - 18.08,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,18/08/2026 00:00:00,Không giới hạn,1592,34,2.14%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,37617,0.00,0.00,0.00%,0.00%,-,-,-,0,0
4,Nước Hoa Nữ - 15.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/08/2026 00:00:00,Không giới hạn,876,12,1.37%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,53118,0.00,0.00,0.00%,0.00%,-,-,-,0,0
5,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,717,21,2.93%,-,-,3,3,14.29%,14.29%,39801.01,39801.01,3,3,590400,590400,119403,4.94,4.94,20.22%,20.22%,-,-,-,53504,205000
6,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,301,2,0.66%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,1279,0.00,0.00,0.00%,0.00%,-,-,-,0,0
7,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,244,6,2.46%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,3984,0.00,0.00,0.00%,0.00%,-,-,-,0,0
8,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,148,5,3.38%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,2512,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,Nến 200g,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,3714,83,2.23%,-,-,7,6,8.43%,7.23%,53663.00,62606.84,7,6,1963000,1773993,375641,5.23,4.72,19.14%,21.17%,-,-,-,103043,678000
10,Nến 50 - 100g,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,1840,73,3.97%,-,-,1,1,1.37%,1.37%,33684.55,33684.55,1,1,75000,75000,33685,2.23,2.23,44.91%,44.91%,-,-,-,0,0
