Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,28/08/2026 09:45
Khoảng thời gian,20/08/2026 - 20/08/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,4561,121,2.65%,-,-,5,5,4.13%,4.13%,46585.48,46585.48,6,6,967000,967000,232927,4.15,4.15,24.09%,24.09%,-,-,-,74829,671000
2,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,3698,120,3.24%,-,-,16,16,13.33%,13.33%,37500.00,37500.00,20,20,3405000,3405000,600000,5.67,5.67,17.62%,17.62%,-,-,-,233392,1795000
3,SET QUÀ - 18.08,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,18/08/2026 00:00:00,Không giới hạn,1288,24,1.86%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,33744,0.00,0.00,0.00%,0.00%,-,-,-,14797,125000
4,Nước Hoa Nữ - 15.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/08/2026 00:00:00,Không giới hạn,700,5,0.71%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,26727,0.00,0.00,0.00%,0.00%,-,-,-,0,0
5,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,552,10,1.81%,-,-,2,2,20.00%,20.00%,18811.98,18811.98,2,2,178000,178000,37624,4.73,4.73,21.14%,21.14%,-,-,-,0,0
6,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,409,4,0.98%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,9677,0.00,0.00,0.00%,0.00%,-,-,-,0,0
7,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,236,0,0.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,3261,0.00,0.00,0.00%,0.00%,-,-,-,0,0
8,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,157,1,0.64%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,2031,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,Nến 50 - 100g,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,4557,186,4.08%,-,-,21,20,11.29%,10.75%,16998.85,17848.79,25,24,1683720,1670000,356976,4.72,4.68,21.20%,21.38%,-,-,-,193225,854000
10,Nến 200g,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,3852,111,2.88%,-,-,8,7,7.21%,6.31%,68750.00,78571.43,12,11,3063140,2998140,550000,5.57,5.45,17.96%,18.34%,-,-,-,64402,385000
11,Đế Túi Thiệp - 18.08,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,18/08/2026 00:00:00,Không giới hạn,995,32,3.22%,-,-,2,1,6.25%,3.12%,14301.25,28602.51,2,1,256760,207760,28603,8.98,7.26,11.14%,13.77%,-,-,-,0,0
