Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,14/09/2026 14:15
Khoảng thời gian,06/09/2026 - 06/09/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Thêm vào giỏ hàng,Tỷ lệ Thêm vào giỏ hàng,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Nến - Túi Đế Thiệp,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/06/2026 00:00:00,Không giới hạn,6130,193,3.15%,-,-,7,6,3.63%,3.11%,36408.23,42476.27,11,10,1355000,1156000,254858,5.32,4.54,18.81%,22.05%,-,-,-,126943,694000
2,Nến 50 - 100g,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,24/07/2026 00:00:00,Không giới hạn,4286,173,4.04%,-,-,11,9,6.36%,5.20%,26575.67,32481.37,18,15,1290480,1095480,292332,4.41,3.75,22.65%,26.69%,-,-,-,48980,570000
3,Nến 200g - 8.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/08/2026 00:00:00,Không giới hạn,3048,104,3.41%,-,-,4,2,3.85%,1.92%,64406.79,128813.58,5,2,1224300,572300,257627,4.75,2.22,21.04%,45.02%,-,-,-,0,0
4,SET QUÀ - 18.08,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,18/08/2026 00:00:00,Không giới hạn,1649,34,2.06%,-,-,2,1,5.88%,2.94%,20871.19,41742.38,2,1,240000,115000,41742,5.75,2.75,17.39%,36.30%,-,-,-,0,0
5,TDKT TOP,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,09/07/2026 00:00:00,Không giới hạn,1551,47,3.03%,-,-,4,3,8.51%,6.38%,54692.92,72923.90,5,4,1233000,1038000,218772,5.64,4.74,17.74%,21.08%,-,-,-,58034,585000
6,Nước hoa Nam,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/08/2026 00:00:00,Không giới hạn,834,14,1.68%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,18787,0.00,0.00,0.00%,0.00%,-,-,-,0,0
7,XTP 21.07,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,21/07/2026 00:00:00,Không giới hạn,651,4,0.61%,-,-,1,0,25.00%,0.00%,22427.93,0.00,1,0,115000,0,22428,5.13,0.00,19.50%,0.00%,-,-,-,0,0
8,Nước Hoa Nữ - 15.8,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,15/08/2026 00:00:00,Không giới hạn,393,7,1.78%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,13242,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,Tinh dầu 10ml - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,12/05/2026 00:00:00,Không giới hạn,228,3,1.32%,-,-,1,1,33.33%,33.33%,14625.83,14625.83,1,1,109000,109000,14626,7.45,7.45,13.42%,13.42%,-,-,-,3726,109000
10,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,172,3,1.74%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,1357,0.00,0.00,0.00%,0.00%,-,-,-,0,0
