Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,05/07/2026 16:24
Khoảng thời gian,13/04/2026 - 13/04/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Add to Cart,Add to Cart Rate,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,1235,18,1.46%,-,-,4,1,22.22%,5.56%,9428.01,37712.03,4,1,337900,96030,37712,8.96,2.55,11.16%,39.27%,-,-,-,0,0
2,XP All,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,02/04/2026 00:00:00,Không giới hạn,10,0,0.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00%,0.00%,-,-,-,0,0
3,XP Other 01,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,02/04/2026 00:00:00,Không giới hạn,6,0,0.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00%,0.00%,-,-,-,0,0
4,"SET Quà ""NẾN THƠM KHẮC TÊN THEO YÊU CẦU"" Aroma Story, Dùng Làm Quà Tặng Dịp Đặc Biệt, Sinh Nhật, 20/10, Tốt Nghiệp,... [2]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,42325105860,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,14/11/2025 00:00:00,Không giới hạn,1442,13,0.90%,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,16938,0.00,0.00,0.00%,0.00%,-,-,-,0,0
5,"Set Quà Tặng Nến Thơm Cho Người Yêu, Kỷ Niệm, Sinh Nhật, Tốt Nghiệp Aroma Story [27]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,18677267585,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,07/03/2026 00:00:00,Không giới hạn,3032,54,1.78%,0,0.00%,1,1,1.85%,1.85%,75048.24,75048.24,1,1,97000,97000,75048,1.29,1.29,77.37%,77.37%,-,-,-,33181,97000
6,"Nến Thơm Cao Cấp Aroma Story Nhiều Hương Cốc Gốm Sứ, Xi Măng, Thủy Tinh Size 100g - 250g [28]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,18782963681,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,09/04/2026 00:00:00,Không giới hạn,2396,52,2.17%,0,0.00%,4,4,7.69%,7.69%,69183.61,69183.61,5,5,1168650,1168650,276734,4.22,4.22,23.68%,23.68%,-,-,-,0,0
7,"Tinh Dầu Thơm Xông Phòng Aroma Story 10ml – Hơn 20 Mùi Hương Thiên Nhiên, Thư Giãn & Dễ Ngủ [4]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,41251385985,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,22/07/2025 00:00:00,Không giới hạn,1750,45,2.57%,0,0.00%,8,7,17.78%,15.56%,18750.00,21428.57,9,8,798940,722310,150000,5.33,4.82,18.77%,20.77%,-,-,-,0,0
8,Nến Thơm Thiên Nhiên Bộ Sưu Tập Little Things Aroma Story Size 50g [22],Tạm dừng,Dịch vụ Hiển thị Sản phẩm,24688342032,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,07/03/2026 00:00:00,Không giới hạn,1279,54,4.22%,0,0.00%,3,0,5.56%,0.00%,25501.26,0.00,3,0,234750,0,76504,3.07,0.00,32.59%,0.00%,-,-,-,0,0
9,Tinh Dầu Khuếch Tán Thơm Phòng Aroma Story Dạng Cắm Que Phiên Bản Đặc Biệt Size 50ml/100ml/150ml [19],Tạm dừng,Dịch vụ Hiển thị Sản phẩm,18991903539,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,09/01/2026 00:00:00,Không giới hạn,1145,26,2.27%,0,0.00%,3,2,11.54%,7.69%,25190.36,37785.54,3,2,378030,364450,75571,5.00,4.82,19.99%,20.74%,-,-,-,0,0
10,"Xịt Thơm Phòng, Quần Áo, Ô Tô  Aroma Story – Khử Mùi, Lưu Hương Lâu, Nhiều Hương Size  200ml [10]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,23732772285,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,02/04/2026 00:00:00,Không giới hạn,1015,15,1.48%,0,0.00%,1,1,6.67%,6.67%,31217.91,31217.91,1,1,111550,111550,31218,3.57,3.57,27.99%,27.99%,-,-,-,0,0
11,"[HOT] Set Quà Tặng Nến Thơm Aroma Story Dành Tặng Người Yêu, Sinh Nhật, Kỷ Niệm [12]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,19589599625,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,07/03/2026 00:00:00,Không giới hạn,505,16,3.17%,0,0.00%,1,1,6.25%,6.25%,52981.65,52981.65,1,1,220800,220800,52982,4.17,4.17,24.00%,24.00%,-,-,-,0,0
12,"Nến Thơm Cao Cấp Thư Giãn Dễ Ngủ Với Nhiều Hương, Cốc Thủy Tinh & Xi Măng Size 200g [18]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,29017694084,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,22/12/2025 00:00:00,Không giới hạn,200,2,1.00%,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,12835,0.00,0.00,0.00%,0.00%,-,-,-,0,0
13,"Nến Thơm Cao Cấp Aroma Story Nhiều Hương Cốc Gốm Sứ, Xi Măng, Thủy Tinh Size 100g - 250g [27]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,18782963681,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,07/03/2026 00:00:00,Không giới hạn,2,0,0.00%,0,-,2,1,0.00%,0.00%,0.00,0.00,4,3,840000,840000,0,0.00,0.00,0.00%,0.00%,-,-,-,0,0
14,Tinh Dầu Khuếch Tán Thơm Phòng Aroma Story Nhiều Hương Size 50ml/100ml [27],Đã dừng,Dịch vụ Hiển thị Sản phẩm,23677628005,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,04/04/2026 00:00:00,02/06/2026 11:44:52,1597,35,2.19%,0,0.00%,2,2,5.71%,5.71%,58690.01,58690.01,2,2,351722,351722,117380,3.00,3.00,33.37%,33.37%,-,-,-,0,0
