Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory_official
Tên gian hàng,Aroma Story - The Art Of Scent
Mã Người bán,727941567
Thời gian tạo báo cáo,05/07/2026 16:22
Khoảng thời gian,04/04/2026 - 04/04/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Add to Cart,Add to Cart Rate,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,TD 10ml - 1,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,1003,26,2.59%,-,-,7,3,26.92%,11.54%,14035.57,32749.65,7,3,629640,259080,98249,6.41,2.64,15.60%,37.92%,-,-,-,0,0
2,XP All,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,02/04/2026 00:00:00,Không giới hạn,469,9,1.92%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,4689,0.00,0.00,0.00%,0.00%,-,-,-,0,0
3,XP Other 01,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,02/04/2026 00:00:00,Không giới hạn,85,4,4.71%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,8777,0.00,0.00,0.00%,0.00%,-,-,-,0,0
4,"SET Quà ""NẾN THƠM KHẮC TÊN THEO YÊU CẦU"" Aroma Story, Dùng Làm Quà Tặng Dịp Đặc Biệt, Sinh Nhật, 20/10, Tốt Nghiệp,... [2]",Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,42325105860,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,14/11/2025 00:00:00,Không giới hạn,1487,32,2.15%,0,0.00%,3,3,9.38%,9.38%,33333.33,33333.33,3,3,585060,585060,100000,5.85,5.85,17.09%,17.09%,-,-,-,0,0
5,"Set Quà Tặng Nến Thơm Cho Người Yêu, Kỷ Niệm, Sinh Nhật, Tốt Nghiệp Aroma Story [27]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,18677267585,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,07/03/2026 00:00:00,Không giới hạn,7716,131,1.70%,0,0.00%,13,9,9.92%,6.87%,30769.23,44444.44,18,13,2100712,1961032,400000,5.25,4.90,19.04%,20.40%,-,-,-,0,0
6,Nến Thơm Thiên Nhiên Bộ Sưu Tập Little Things Aroma Story Size 50g [22],Tạm dừng,Dịch vụ Hiển thị Sản phẩm,24688342032,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,07/03/2026 00:00:00,Không giới hạn,3791,118,3.11%,0,0.00%,10,9,8.47%,7.63%,30000.00,33333.33,23,22,1457003,1457003,300000,4.86,4.86,20.59%,20.59%,-,-,-,0,0
7,"Nến Thơm Quà Tặng Aroma Story Cho Bạn Bè, Người Yêu Nhân Dịp Sinh Nhật, Kỷ Niệm Và Tốt Nghiệp [22]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,28531126924,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,05/02/2026 00:00:00,Không giới hạn,3775,95,2.52%,0,0.00%,6,6,6.32%,6.32%,26803.48,26803.48,6,6,814710,814710,160821,5.07,5.07,19.74%,19.74%,-,-,-,0,0
8,"Nến Thơm Cao Cấp Aroma Story Nhiều Hương Cốc Gốm Sứ, Xi Măng, Thủy Tinh Size 100g - 250g [27]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,18782963681,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,07/03/2026 00:00:00,Không giới hạn,2349,57,2.43%,0,0.00%,10,6,17.54%,10.53%,44846.86,74744.77,11,7,1970625,1398502,448469,4.39,3.12,22.76%,32.07%,-,-,-,0,0
9,Tinh Dầu Khuếch Tán Thơm Phòng Aroma Story Dạng Cắm Que Phiên Bản Đặc Biệt Size 50ml/100ml/150ml [19],Tạm dừng,Dịch vụ Hiển thị Sản phẩm,18991903539,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,09/01/2026 00:00:00,Không giới hạn,1216,36,2.96%,0,0.00%,6,5,16.67%,13.89%,41666.67,50000.00,6,5,1082810,1082810,250000,4.33,4.33,23.09%,23.09%,-,-,-,0,0
10,"Xịt Thơm Phòng, Quần Áo, Ô Tô  Aroma Story – Khử Mùi, Lưu Hương Lâu, Nhiều Hương Size  200ml [10]",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,23732772285,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,Tất cả,02/04/2026 00:00:00,Không giới hạn,813,15,1.85%,0,0.00%,1,1,6.67%,6.67%,19451.18,19451.18,1,1,111550,111550,19451,5.73,5.73,17.44%,17.44%,-,-,-,0,0
