Báo cáo Dịch vụ Hiển thị trả theo CPC - Shopee Việt Nam
Tên đăng nhập,aromastory.official
Tên gian hàng,Aroma Story - Góc Hương Thơm
Mã Người bán,434961385
Thời gian tạo báo cáo,05/07/2026 16:04
Khoảng thời gian,08/05/2026 - 08/05/2026

Thứ tự,Tên Dịch vụ Hiển thị,Trạng thái,Loại Dịch vụ Hiển thị,Mã sản phẩm,Cài đặt Đối tượng,Nội dung Dịch vụ Hiển thị,Phương thức đấu thầu,Vị trí,Ngày bắt đầu,Ngày kết thúc,Số lượt xem,Số lượt click,Tỷ Lệ Click,Add to Cart,Add to Cart Rate,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,Doanh số,Doanh số trực tiếp,Chi phí,ROAS,ROAS trực tiếp,ACOS,ACOS trực tiếp,Lượt xem Sản phẩm,Lượt clicks Sản phẩm,Tỷ lệ Click Sản phẩm,Voucher Amount,Vouchered Sales
1,Set Quà Other 01,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,19/12/2025 00:00:00,Không giới hạn,3448,52,1.51%,-,-,5,4,9.62%,7.69%,20296.52,25370.65,5,4,852030,721080,101483,8.40,7.11,11.91%,14.07%,-,-,-,0,0
2,Nến Thơm - 2,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,2770,67,2.42%,-,-,4,3,5.97%,4.48%,75000.00,100000.00,28,15,2277052,2106239,300000,7.59,7.02,13.17%,14.24%,-,-,-,0,0
3,Nến Other,Đang diễn ra,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,25/09/2025 00:00:00,Không giới hạn,217,8,3.69%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,10844,0.00,0.00,0.00%,0.00%,-,-,-,0,0
4,Nến Thơm Top,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/05/2026 00:00:00,Không giới hạn,3573,106,2.97%,-,-,6,4,5.66%,3.77%,38354.07,57531.10,6,4,1141255,859955,230124,4.96,3.74,20.16%,26.76%,-,-,-,0,0
5,TDKT - Top,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/05/2026 00:00:00,Không giới hạn,2895,80,2.76%,-,-,4,4,5.00%,5.00%,39145.75,39145.75,4,4,820180,820180,156583,5.24,5.24,19.09%,19.09%,-,-,-,0,0
6,Xịt Thơm Phòng All,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,08/05/2026 00:00:00,Không giới hạn,1788,24,1.34%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,46122,0.00,0.00,0.00%,0.00%,-,-,-,0,0
7,Nước hoa 10ml,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/01/2026 00:00:00,Không giới hạn,835,18,2.16%,-,-,2,1,11.11%,5.56%,13152.53,26305.06,2,1,108000,69000,26305,4.11,2.62,24.36%,38.12%,-,-,-,0,0
8,10ml Other,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,31/10/2025 00:00:00,Không giới hạn,296,6,2.03%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,2283,0.00,0.00,0.00%,0.00%,-,-,-,0,0
9,TDKT - 2,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,02/04/2026 00:00:00,Không giới hạn,161,1,0.62%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,1181,0.00,0.00,0.00%,0.00%,-,-,-,0,0
10,Xịt Thơm Phòng,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,02/04/2026 00:00:00,Không giới hạn,28,1,3.57%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,3932,0.00,0.00,0.00%,0.00%,-,-,-,0,0
11,TD 10ml - 1,Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,03/04/2026 00:00:00,Không giới hạn,12,0,0.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00%,0.00%,-,-,-,0,0
12,"Nến - Tặng túi, đế, thiệp",Tạm dừng,Dịch vụ Hiển thị Sản phẩm,-,-,-,Tối đa Doanh thu Tùy chỉnh ROAS,-,11/11/2025 00:00:00,Không giới hạn,11,0,0.00%,-,-,0,0,0.00%,0.00%,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00%,0.00%,-,-,-,0,0
